ID,Company,TypeName,Inches,Price,ram_gb,weight_kg,touchscreen,ips_panel,res_w,res_h,cpu_brand,cpu_tier,cpu_ghz,cpu_gen,ssd_gb,hdd_gb,flash_gb,gpu_brand,gpu_tier,os
617,HP,Ultrabook,15.6,74005.92,8,1.84,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
618,MSI,Gaming,15.6,120831.5808,16,2.94,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
619,Acer,2 in 1 Convertible,11.6,20193.12,4,1.25,1,1,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Linux
620,HP,Notebook,14.0,59886.72,8,2.31,0,0,1366,768,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
621,Lenovo,Notebook,14.0,78055.2,8,1.65,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,WinOther
622,Dell,Notebook,15.6,41345.28,4,2.2,0,0,1920,1080,Intel,i5,1.6,8,0,1024,0,AMD,1,Win10
623,Fujitsu,Notebook,15.6,42570.72,8,2.2,0,0,1366,768,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
624,HP,Notebook,15.6,49656.96,4,1.88,0,0,1366,768,Intel,i5,2.3,6,0,500,0,Intel,0,WinOther
625,Lenovo,Notebook,15.6,47898.72,8,2.2,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,1,Win10
626,Mediacom,Notebook,14.0,12733.92,2,1.4,0,0,1920,1080,Intel,Atom,1.44,0,0,0,32,Intel,0,Win10
627,Lenovo,Notebook,15.6,24935.04,4,2.2,0,0,1920,1080,Intel,i5,2.5,7,128,0,0,Intel,0,NoOS
628,Asus,2 in 1 Convertible,13.3,34046.4528,6,1.5,1,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
629,Dell,Notebook,15.6,96969.6,8,2.0,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,2,Win10
630,Asus,Ultrabook,14.0,101232.0,16,1.1,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
631,Dell,Gaming,15.6,78801.12,16,2.62,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
632,Lenovo,Notebook,15.6,44169.12,4,1.8,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
633,Lenovo,Notebook,15.6,30849.12,4,2.2,0,0,1920,1080,Intel,i3,,6,0,1024,0,Nvidia,1,Win10
634,Asus,Notebook,15.6,21258.72,8,2.0,0,0,1366,768,Intel,Celeron,1.1,0,0,1024,0,Intel,0,Win10
635,Asus,Notebook,15.6,48304.7136,8,1.99,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,2,Win10
636,Dell,Ultrabook,13.3,99580.32,8,1.23,1,0,3200,1800,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
637,Lenovo,Notebook,14.0,13266.72,2,1.42,0,0,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Win10
638,Lenovo,2 in 1 Convertible,13.3,93635.3376,8,1.37,1,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
639,Dell,Notebook,15.6,127818.72,16,2.06,1,0,3840,2160,Intel,i7,2.8,7,1024,0,0,Nvidia,2,Win10
640,Lenovo,Gaming,15.6,59087.52,8,2.5,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
641,HP,Notebook,17.0,27753.552,8,2.6,0,0,1600,900,AMD,Other,,0,0,1024,0,AMD,1,Win10
642,Lenovo,Ultrabook,14.0,130536.0,16,1.14,0,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
643,Asus,Gaming,15.6,62284.32,8,2.5,0,1,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,NoOS
644,Acer,Notebook,15.6,23976.0,4,2.4,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,Win10
645,Lenovo,Notebook,14.0,14598.72,4,1.43,0,0,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Win10
646,Acer,Ultrabook,14.0,48964.32,8,1.8,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
647,Razer,Gaming,14.0,138474.72,16,1.95,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,2,Win10
648,Toshiba,Notebook,13.3,64628.64,8,1.2,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
649,Lenovo,Ultrabook,12.5,84395.52,8,1.36,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
650,Asus,Gaming,17.3,149130.72,32,3.8,0,1,1920,1080,Intel,i7,2.7,6,512,0,0,Nvidia,3,Win10
651,Acer,Gaming,15.6,37775.52,8,2.4,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,2,Linux
652,Dell,Ultrabook,13.3,77250.672,8,1.2,0,0,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
653,MSI,Gaming,15.6,63499.10399999999,8,2.2,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
654,HP,Notebook,15.6,19441.872,4,1.86,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,NoOS
655,Toshiba,Notebook,15.6,56689.92,8,2.0,0,1,1920,1080,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
656,Dell,Notebook,15.6,48964.32,8,2.2,0,0,1920,1080,Intel,i7,1.8,8,256,0,0,AMD,1,Win10
657,Dell,Notebook,15.6,60472.8,16,2.2,0,0,1920,1080,Intel,i7,1.8,8,256,2048,0,AMD,1,Win10
658,Lenovo,Gaming,15.6,63722.88,8,3.31,0,1,1920,1080,Intel,i7,2.6,6,128,1024,0,Nvidia,1,Win10
659,Dell,Gaming,17.3,167691.8736,32,4.42,0,1,3840,2160,Intel,i7,2.8,7,512,1024,0,Nvidia,3,Win10
660,Dell,Notebook,14.0,65481.12,8,1.56,0,0,1920,1080,Intel,i5,2.4,6,256,0,0,Intel,0,Win10
661,Lenovo,Notebook,15.6,22324.32,4,2.2,0,0,1366,768,Intel,Celeron,1.1,0,0,500,0,Intel,0,Win10
662,Lenovo,Notebook,15.6,28504.8,4,2.2,0,0,1920,1080,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
663,HP,Notebook,15.6,28717.92,6,2.04,0,0,1920,1080,Intel,i3,,6,0,1024,0,AMD,1,Win10
664,MSI,Gaming,17.3,79215.1056,8,2.7,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
665,Toshiba,Notebook,15.6,26533.44,4,2.1,0,0,1366,768,Intel,i3,2.1,6,128,0,0,Intel,0,Win10
666,Dell,Notebook,15.6,50882.4,8,2.06,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
667,HP,Notebook,15.6,39693.6,8,2.1,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,AMD,1,Win10
668,Toshiba,Notebook,15.6,67026.23999999999,8,2.0,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
669,Acer,Notebook,15.6,21951.36,4,2.1,0,0,1366,768,Intel,i3,,6,128,0,0,Intel,0,Linux
670,Microsoft,Ultrabook,13.5,99519.048,8,1.252,1,0,2256,1504,Intel,i7,2.8,7,256,0,0,Intel,0,Win10
671,Lenovo,Notebook,15.6,43580.376,8,1.9,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,AMD,1,Win10
672,Lenovo,2 in 1 Convertible,13.3,55091.52,8,1.3,1,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
673,Lenovo,Notebook,15.6,18594.72,4,2.2,0,0,1366,768,AMD,Other,2.2,0,128,0,0,AMD,1,Win10
674,HP,2 in 1 Convertible,14.0,37242.72,4,1.63,1,1,1920,1080,Intel,i3,2.4,7,128,0,0,Nvidia,1,Win10
675,MSI,Gaming,15.6,68944.31999999999,16,2.4,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
676,Asus,Ultrabook,14.0,60472.8,8,1.1,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
677,HP,2 in 1 Convertible,11.6,26373.6,8,1.4,1,0,1366,768,Intel,Celeron,1.1,0,0,0,64,Intel,0,Linux
678,LG,Ultrabook,15.6,122490.72,8,1.09,0,1,1920,1080,Intel,i7,1.8,8,512,0,0,Intel,0,Win10
679,Acer,Gaming,15.6,69210.72,16,2.5,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
680,MSI,Gaming,15.6,53168.112,8,2.2,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
681,Asus,Notebook,15.6,22324.32,4,1.86,0,0,1366,768,Intel,Celeron,1.1,0,128,0,0,Intel,0,Win10
682,Dell,Gaming,15.6,109277.28,16,3.21,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
683,HP,Notebook,17.3,37242.72,4,2.5,0,1,1920,1080,Intel,i3,,6,256,0,0,AMD,1,Win10
684,Lenovo,2 in 1 Convertible,13.3,79866.72,8,1.19,1,1,1920,1080,Intel,i7,1.8,8,512,0,0,Intel,0,Win10
685,Dell,Gaming,15.6,149916.6,16,3.49,0,0,1920,1080,Intel,i7,2.9,7,256,1024,0,Nvidia,3,Win10
686,HP,Notebook,15.6,32639.8608,4,1.86,0,0,1366,768,Intel,i5,2.5,7,0,500,0,AMD,1,Win10
687,Dell,Notebook,15.6,29073.297599999994,4,2.2,0,0,1366,768,Intel,i3,,6,0,1024,0,AMD,1,Win10
688,HP,Notebook,17.3,30316.32,6,2.65,0,1,1920,1080,AMD,Other,2.4,9,0,2048,0,AMD,1,Win10
689,Lenovo,Notebook,15.6,16943.04,4,2.1,0,0,1366,768,Intel,Celeron,1.6,3,0,500,0,Intel,0,Win10
690,Acer,Notebook,14.0,19980.0,4,1.45,0,0,1366,768,Intel,Celeron,1.6,3,0,0,32,Intel,0,Linux
691,Lenovo,Notebook,14.0,37242.72,4,1.7,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
692,HP,Workstation,17.3,101657.7072,8,3.14,0,0,1920,1080,Intel,i7,2.8,7,0,500,0,Nvidia,3,Win10
693,Lenovo,2 in 1 Convertible,14.0,137995.19999999998,8,1.42,1,0,2560,1440,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
694,Toshiba,Notebook,13.3,51841.44,8,1.5,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
695,Acer,Netbook,11.6,14332.32,4,1.4,0,0,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Win10
696,Lenovo,2 in 1 Convertible,14.0,93186.72,16,1.38,1,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
697,Asus,2 in 1 Convertible,12.5,35644.32,4,1.2,1,0,1920,1080,Intel,Other,0.9,0,0,0,64,Intel,0,Linux
698,Toshiba,Ultrabook,13.3,100006.56,16,1.36,1,0,1920,1080,Intel,i7,2.5,6,512,0,0,Intel,0,Win10
699,HP,Notebook,15.6,36709.92,4,2.1,0,1,1920,1080,Intel,i7,2.7,7,0,500,0,AMD,1,Win10
700,Dell,Gaming,15.6,43636.32,8,2.56,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,2,Win10
701,Lenovo,Notebook,15.6,21258.72,4,2.2,0,0,1920,1080,AMD,Other,2.9,0,256,0,0,AMD,1,Win10
702,Lenovo,Notebook,15.6,22857.12,8,2.2,0,0,1366,768,AMD,Other,3.6,9,0,1024,0,AMD,1,Win10
703,Lenovo,Notebook,15.6,33110.856,4,2.1,0,0,1920,1080,Intel,i5,2.5,7,0,2048,0,Intel,0,Win10
704,Lenovo,Notebook,15.6,23976.0,4,1.9,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,NoOS
705,Dell,Notebook,15.6,42357.6,8,2.18,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
706,Acer,2 in 1 Convertible,13.3,53226.72,8,1.6,1,1,1920,1080,Intel,i5,1.6,8,256,0,0,Intel,0,Win10
707,Lenovo,Workstation,15.6,98834.4,16,2.18,0,0,1920,1080,Intel,i7,2.5,6,512,0,0,Nvidia,3,WinOther
708,Lenovo,Notebook,14.0,63456.48,8,1.8,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
709,HP,Notebook,17.3,34898.932799999995,6,2.71,0,1,1920,1080,AMD,Other,2.5,9,0,2048,0,AMD,1,Win10
710,Lenovo,Gaming,15.6,66546.72,8,2.5,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
711,Dell,Notebook,14.0,58021.92,8,1.64,0,0,1920,1080,Intel,i5,2.8,7,256,0,0,Nvidia,1,Linux
712,Dell,Notebook,15.6,38681.28,8,1.98,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Linux
713,Asus,Notebook,14.0,15877.44,4,1.5,0,0,1920,1080,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
714,Dell,Notebook,15.6,76012.44480000001,16,1.93,0,0,1920,1080,Intel,i5,2.6,7,512,0,0,Intel,0,Win10
715,Lenovo,Notebook,14.0,45664.6896,8,1.87,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
716,Dell,Notebook,15.6,62817.12,8,1.9,0,0,1920,1080,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
717,Lenovo,Notebook,15.6,15877.44,4,2.19,0,0,1366,768,AMD,Other,,0,0,500,0,AMD,1,Win10
718,Mediacom,Notebook,14.0,14119.2,4,1.4,0,1,1920,1200,Intel,Atom,1.92,0,0,32,0,Intel,0,Win10
719,HP,Notebook,17.3,63936.0,8,2.63,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
720,Lenovo,Ultrabook,14.0,89864.1792,8,1.17,0,1,2560,1440,Intel,i7,2.5,6,512,0,0,Intel,0,Win10
721,HP,2 in 1 Convertible,13.3,44574.048,8,1.58,1,1,1366,768,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
722,Lenovo,Ultrabook,14.0,79866.72,8,1.32,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
723,Dell,Gaming,17.3,194972.832,32,4.36,0,0,3840,2160,Intel,i7,2.8,7,1024,1024,0,Nvidia,3,Win10
724,MSI,Gaming,17.3,71847.0144,8,2.7,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
725,Lenovo,Notebook,15.6,26101.872,4,1.9,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,NoOS
726,Dell,Notebook,15.6,38308.32,8,2.2,0,0,1920,1080,Intel,i5,1.6,8,128,1024,0,AMD,1,Win10
727,Dell,2 in 1 Convertible,13.3,34578.72,4,1.71,1,0,1920,1080,Intel,i3,2.4,7,0,1024,0,Intel,0,Win10
728,Dell,Notebook,15.6,31409.6256,8,2.32,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,AMD,1,Linux
729,HP,Notebook,15.6,26053.92,4,2.1,0,0,1920,1080,AMD,Other,,0,0,1024,0,AMD,1,Win10
730,Acer,Gaming,17.3,103096.8,16,4.2,0,1,1920,1080,Intel,i7,2.6,6,128,1024,0,Nvidia,2,Win10
731,Dell,Notebook,15.6,34578.72,12,2.25,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
732,HP,Notebook,15.6,34632.0,6,2.1,0,0,1920,1080,AMD,Other,,0,128,1024,0,AMD,1,Win10
733,Acer,Notebook,15.6,29783.52,4,2.4,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
734,Lenovo,Notebook,13.3,51148.8,8,1.44,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
735,Lenovo,Notebook,15.6,41505.12,4,1.85,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Intel,0,Win10
736,HP,Workstation,15.6,128884.32,16,2.6,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,3,Win10
737,Dell,2 in 1 Convertible,13.3,35111.52,8,1.55,1,0,1920,1080,Intel,i5,1.6,8,0,1024,0,Intel,0,Win10
738,MSI,Gaming,15.6,111593.8944,16,1.8,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
739,Acer,Notebook,15.6,21887.424,4,2.4,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,Win10
740,Dell,Notebook,15.6,64308.96,8,2.0,0,0,1920,1080,Intel,i7,2.7,7,128,1024,0,Nvidia,1,Win10
741,Dell,Notebook,15.6,35431.2,8,2.0,0,0,1366,768,Intel,i3,,6,256,0,0,Intel,0,Win10
742,Toshiba,Notebook,14.0,81784.8,8,1.25,1,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
743,Lenovo,2 in 1 Convertible,14.0,53226.72,8,1.7,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
744,Lenovo,Workstation,15.6,175770.72,16,2.5,0,1,3840,2160,Intel,i7,2.8,7,1024,0,0,Nvidia,3,Win10
745,Acer,Notebook,14.0,17582.399999999998,2,1.68,0,0,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Linux
746,Samsung,Ultrabook,13.3,87858.72,16,0.81,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
747,HP,Notebook,15.6,28717.92,8,1.86,0,0,1920,1080,Intel,i3,,6,256,0,0,Intel,0,Win10
748,Dell,Notebook,14.0,60031.1088,8,1.6,0,0,1366,768,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
749,HP,Workstation,17.3,233845.92,16,3.0,0,1,1920,1080,Intel,Xeon,2.9,1,256,0,0,Nvidia,3,WinOther
750,Lenovo,Netbook,11.6,25308.0,4,1.4,1,0,1366,768,Intel,Celeron,1.6,0,128,0,0,Intel,0,Win10
751,HP,Notebook,15.6,101232.0,8,1.84,0,0,1920,1080,Intel,i5,2.4,6,256,0,0,Intel,0,Win10
752,Asus,Notebook,15.6,30849.12,4,2.45,0,0,1366,768,Intel,i5,2.3,6,0,1024,0,Nvidia,1,NoOS
753,Lenovo,Ultrabook,14.0,58394.88,4,1.7,0,0,1920,1080,Intel,i5,2.3,6,180,0,0,Intel,0,Win10
754,Asus,Notebook,15.6,45282.672,4,2.37,0,0,1366,768,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
755,Lenovo,2 in 1 Convertible,13.3,63882.72,8,1.3,1,1,3200,1800,Intel,i5,1.8,6,256,0,0,Intel,0,Win10
756,HP,Notebook,15.6,58554.72,8,2.2,0,1,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
757,HP,Workstation,15.6,83170.08,8,2.59,0,0,1920,1080,Intel,i7,2.6,6,256,0,0,Nvidia,3,WinOther
758,Dell,Gaming,15.6,152859.7872,16,4.42,0,1,3840,2160,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
759,Acer,Notebook,15.6,31914.72,4,2.1,0,0,1366,768,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
760,Lenovo,Gaming,15.6,55837.44,8,2.5,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
761,Dell,Ultrabook,12.5,99047.52,16,1.18,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Intel,0,Win10
762,Google,Ultrabook,12.3,83063.52,8,1.1,1,0,2400,1600,Intel,i5,1.2,0,256,0,0,Intel,0,Linux
763,Asus,Ultrabook,13.3,60153.12,8,1.2,0,1,3200,1800,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
764,Dell,Notebook,13.3,45234.72,4,1.65,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,Win10
765,Acer,Notebook,13.3,34898.4,4,1.6,0,0,1366,768,Intel,i5,2.3,6,128,0,0,Intel,0,Win10
766,Asus,Notebook,17.3,25059.715199999995,4,2.8,0,0,1366,768,Intel,Pentium,1.1,0,0,1024,0,Nvidia,1,Win10
767,Dell,Gaming,15.6,58554.72,16,2.72,1,1,3840,2160,Intel,i7,2.6,6,128,1024,0,Nvidia,2,Win10
768,Samsung,Ultrabook,13.3,85194.72,8,1.31,1,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
769,Acer,Notebook,15.6,15877.44,4,2.1,0,0,1366,768,Intel,Pentium,1.1,0,0,1024,0,Intel,0,Linux
770,Dell,Notebook,15.6,62938.0656,16,2.3,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,AMD,1,Win10
771,Samsung,2 in 1 Convertible,15.0,95850.72,16,1.71,1,0,1920,1080,Intel,i7,2.7,7,256,0,0,AMD,1,Win10
772,Toshiba,Notebook,14.0,54345.6,4,1.75,0,1,1366,768,Intel,i5,2.3,6,128,0,0,Intel,0,Win10
773,Dell,Gaming,15.6,58554.72,8,2.62,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Win10
774,HP,Ultrabook,12.5,66280.31999999999,4,1.26,0,0,1366,768,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
775,Asus,2 in 1 Convertible,15.6,44701.92,12,2.3,1,0,1920,1080,Intel,i7,2.7,7,0,2048,0,Nvidia,1,Win10
776,Lenovo,Notebook,15.6,126273.6,16,2.5,0,0,3840,2160,Intel,i7,2.7,6,512,0,0,Nvidia,3,WinOther
777,Acer,Notebook,14.0,33886.08,4,1.8,0,1,1920,1080,Intel,i3,2.4,7,128,0,0,Intel,0,Win10
778,Razer,Gaming,14.0,154458.72,16,1.95,0,0,1920,1080,Intel,i7,2.8,7,512,0,0,Nvidia,2,Win10
779,Asus,Notebook,15.6,31003.632,8,2.0,0,0,1920,1080,Intel,Pentium,1.1,0,128,0,0,Intel,0,Win10
780,Dell,Gaming,17.3,191211.264,32,4.42,0,1,1920,1080,Intel,i7,2.8,7,1024,1024,0,Nvidia,3,Win10
781,Asus,Gaming,17.3,125208.0,16,4.3,0,1,1920,1080,Intel,i7,2.6,6,256,1024,0,Nvidia,3,Win10
782,Toshiba,Ultrabook,14.0,93985.92,16,1.47,0,1,1920,1080,Intel,i7,2.6,6,512,0,0,Nvidia,1,Win10
783,Lenovo,Notebook,15.6,17529.12,8,2.2,0,0,1366,768,Intel,Celeron,1.6,0,0,1024,0,Intel,0,NoOS
784,Lenovo,Ultrabook,14.0,122490.72,16,1.7,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
785,MSI,Gaming,14.0,100752.48,16,1.6,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
786,MSI,Gaming,15.6,58021.92,8,2.2,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
787,Lenovo,Gaming,15.6,53226.72,4,2.4,0,1,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Win10
788,Acer,Gaming,17.3,122490.72,16,4.2,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
789,Dell,Gaming,15.6,52480.8,8,2.62,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
790,Asus,Gaming,15.6,71341.92,8,2.24,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,1,Win10
791,Vero,Notebook,14.0,10810.512,4,1.22,0,0,1920,1080,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
792,Lenovo,2 in 1 Convertible,13.3,104961.6,8,1.37,1,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
793,Lenovo,2 in 1 Convertible,15.6,51095.52,8,2.08,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,AMD,1,Win10
794,Apple,Ultrabook,12.0,62071.2,8,0.92,0,1,2304,1440,Intel,Other,1.2,0,0,0,512,Intel,0,macOS
795,Lenovo,2 in 1 Convertible,14.0,124142.4,8,1.42,1,1,2560,1440,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
796,Asus,Notebook,14.0,15930.72,4,1.63,0,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
797,Dell,Notebook,15.6,43156.8,8,1.95,0,0,1366,768,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
798,Lenovo,2 in 1 Convertible,13.9,71874.72,8,1.38,1,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
799,Dell,Notebook,15.6,39373.92,8,2.0,0,0,1920,1080,Intel,i3,,6,256,0,0,AMD,1,Win10
800,HP,Workstation,15.6,110017.872,8,3.14,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,3,Win10
801,Asus,Notebook,15.6,58554.72,8,2.37,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
802,Dell,Ultrabook,13.3,79866.72,8,1.29,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
803,Dell,Notebook,15.6,93186.72,8,2.06,1,0,3840,2160,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
804,Dell,Netbook,11.6,39640.32,4,1.63,0,0,1366,768,Intel,Pentium,1.1,0,128,0,0,Intel,0,Win10
805,HP,Netbook,12.5,74005.92,8,1.26,0,0,1366,768,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
806,Toshiba,Notebook,15.6,41558.4,4,2.1,0,0,1366,768,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
807,HP,Notebook,15.6,33513.119999999995,8,2.04,0,0,1366,768,AMD,Other,2.5,9,0,2048,0,AMD,1,Win10
808,Dell,Gaming,15.6,89457.12,16,2.62,0,0,3840,2160,Intel,i7,2.8,7,512,0,0,Nvidia,2,Win10
809,Lenovo,Notebook,15.6,32447.52,4,2.4,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,1,Win10
810,HP,Gaming,17.3,93186.72,12,3.74,0,1,1920,1080,Intel,i7,2.8,7,0,1024,0,AMD,2,Win10
811,MSI,Gaming,17.3,128671.2,16,2.9,0,0,1920,1080,Intel,i7,2.8,7,512,1024,0,Nvidia,3,Win10
812,Samsung,Ultrabook,13.3,79866.72,8,0.81,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
813,Dell,Notebook,15.6,51202.08,8,1.98,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,1,Win10
814,Dell,Notebook,15.6,42081.0768,8,2.18,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,AMD,1,Win10
815,Lenovo,Ultrabook,14.0,99047.52,8,1.32,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
816,Razer,Ultrabook,12.5,95850.72,16,1.29,1,1,3840,2160,Intel,i7,2.5,7,512,0,0,Intel,0,Win10
817,HP,Netbook,11.6,20512.8,4,1.23,0,0,1366,768,Intel,Celeron,1.6,0,0,0,16,Intel,0,Linux
818,Dell,Gaming,17.3,133467.4656,16,4.36,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
819,Dell,Notebook,14.0,40226.4,4,1.76,0,0,1366,768,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
820,Lenovo,Notebook,15.6,26101.872,4,2.1,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,Win10
821,Toshiba,Ultrabook,14.0,58075.2,4,1.25,0,0,1366,768,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
